,tag,제 93 기,제 92 기,제 91 기
0,자산총계,820314254965,703740104842,707392786834
1,부채총계,224541467009,164488267623,174455181975
2,(2)무형자산,436587370,324762570,2732453380
3,Ⅴ.영업이익(손실),"(11,487,135,610)",10471849670,8033442422
4,XⅡ.계속영업이익(손실),"(13,134,358,819)",5938031129,7466828826
5,XⅢ.중단영업이익(손실),0,0,"(2,402,689,746)"
6,1.계속영업이익(손실),"(13,199,650,561)",6093511677,7475390058
7,2.중단영업이익(손실),,0,"(2,402,689,746)"
8,1.계속영업이익(손실),65291742,"(155,480,548)","(8,561,232)"
9,Ⅹ.법인세비용차감전순이익(손실),"(12,903,336,535)",8191666437,7478494657
